id,cost,talktime,validity,short description,long description
6501,36,,180 days,Recharge of Rs. 36 by BSNL,Plan Migration: PER_SEC_36
6502,37,,180 days,Recharge of Rs. 37 by BSNL,Plan Migration: PerMin_37
6503,75,,180 days,Recharge of Rs. 75 by BSNL,Plan: Pyari Jodi 
6504,97,,90 days,Recharge of Rs. 97 by BSNL,STV_FF_97: 60 min anynet voice call for 30 days and Reduced call charges to 5 F and F loc numbers : Onnet @ 20p/Min and Offnet @ 40p/Min : SMS charges: loc SMS @ 10p/SMS and STD SMS @ 50p/sms for 90 days
6505,102,,30 days,Recharge of Rs. 102 by BSNL,Plan: Jai jawan 102
6506,141,,30 days,Recharge of Rs. 141 by BSNL,Plan: MKSNEW_141
6507,180,,30 days,Recharge of Rs. 180 by BSNL,Plan Migration: AGRI_DATA_180
6508,198,,180 days,Recharge of Rs. 198 by BSNL,Plan: Roam free plan 198
6509,351,,365 days,Recharge of Rs. 351 by BSNL,Plan Migration: Novire_13122014
6510,666,,180 days,Recharge of Rs. 666 by BSNL,BSNL_SIXER_666_validity-extension
