id,cost,talktime,validity,short description,long description
15512,10,7.48,N.A,Recharge of Rs. 10 by Indicom,Talktime of Rs. 7.48 for Rs. 10 recharge by Tata Indicom
15513,20,14.94,N.A,Recharge of Rs. 20 by Indicom,Talktime of Rs. 14.94 for Rs. 20 recharge by Tata Indicom
15514,30,22.42,N.A,Recharge of Rs. 30 by Indicom,Talktime of Rs. 22.42 for Rs. 30 recharge by Tata Indicom
15515,50,39.38,N.A,Recharge of Rs. 50 by Indicom,Talktime of Rs. 39.38 for Rs. 50 recharge by Tata Indicom
15516,70,56.32,N.A,Recharge of Rs. 70 by Indicom,Talktime of Rs. 56.32 for Rs. 70 recharge by Tata Indicom
15517,80,64.8,N.A,Recharge of Rs. 80 by Indicom,Talktime of Rs. 64.8 for Rs. 80 recharge by Tata Indicom
15518,90,73.28,N.A,Recharge of Rs. 90 by Indicom,Talktime of Rs. 73.28 for Rs. 90 recharge by Tata Indicom
15519,100,81.74,N.A,Recharge of Rs. 100 by Indicom,Talktime of Rs. 81.74 for Rs. 100 recharge by Tata Indicom
15520,110,90.22,N.A,Recharge of Rs. 110 by Indicom,Talktime of Rs. 90.22 for Rs. 110 recharge by Tata Indicom
15521,120,98.7,N.A,Recharge of Rs. 120 by Indicom,Talktime of Rs. 98.7 for Rs. 120 recharge by Tata Indicom
15522,140,115.64,N.A,Recharge of Rs. 140 by Indicom,Talktime of Rs. 115.64 for Rs. 140 recharge by Tata Indicom
15523,150,140,N.A,Recharge of Rs. 150 by Indicom,Talktime of Rs. 140 for Rs. 150 recharge by Tata Indicom
15524,160,150,N.A,Recharge of Rs. 160 by Indicom,Talktime of Rs. 150 for Rs. 160 recharge by Tata Indicom
15525,170,160,N.A,Recharge of Rs. 170 by Indicom,Talktime of Rs. 160 for Rs. 170 recharge by Tata Indicom
15526,180,170,N.A,Recharge of Rs. 180 by Indicom,Talktime of Rs. 170 for Rs. 180 recharge by Tata Indicom
15527,190,180,N.A,Recharge of Rs. 190 by Indicom,Talktime of Rs. 180 for Rs. 190 recharge by Tata Indicom
