id,cost,talktime,validity,short description,long description
3672,7,,180 days,Recharge of Rs. 7 by Airtel,1 GB/Day Data on Select Airtel Mifi devices with Airtel 4G Sim. -- Applicable only for new subscribers as FRC/SRC
3673,47,,35 Days,Recharge of Rs. 47 by Airtel,All Unlimited Local + STD calls in National Roaming (35 Days). For 4G H/s and 4G SIM (84 days) -- Applicable only on FRC 449(T&C apply) -- Applicable only for new subscribers as FRC/SRC
3674,51,36,90 days,Recharge of Rs. 51 by Airtel,"All Local + STD Mobile calls @1.5p/sec, Local Landline calls @2p/sec, STD Landline calls @2.5p/sec -- Applicable only for new subscribers as FRC/SRC"
3675,55,20,90 days,Recharge of Rs. 55 by Airtel,"All Local + STD Mobile calls @1.5p/sec, Local Landline calls @2p/sec, STD Landline calls @2.5p/sec -- Applicable for new customers within 15 days of activation -- Applicable only for new subscribers as FRC/SRC"
3676,81,60,90 days,Recharge of Rs. 81 by Airtel,"All Local + STD Mobile calls @1.5p/sec, Local Landline calls @2p/sec, STD Landline calls @2.5p/sec -- Applicable only for new subscribers as FRC/SRC"
3677,88,53,90 days,Recharge of Rs. 88 by Airtel,"All Local + STD Mobile calls @1.5p/sec, Local Landline calls @2p/sec, STD Landline calls @2.5p/sec -- Applicable for new customers within 15 days of activation -- Applicable only for new subscribers as FRC/SRC"
3678,101,,84 days,Recharge of Rs. 101 by Airtel,Benefit: 4G handset with 4G SIM:UL ALL Local + STD -- 1 GB data/dayOther handset: UL All Local + STD -- 2 GB Data (35 days) -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
3679,147,,28 days,Recharge of Rs. 147 by Airtel,Unlimited Local & STD Airtel calls -- 2 GB data on 4G Handset with 4G SIM and 1 GB for others --  T&C apply. -- Applicable only for new subscribers as FRC/SRC
3680,196,,28 days,Recharge of Rs. 196 by Airtel,"Benefit: Unlimited Local + STD Airtel calls, 150 Local + STD Mins for Other Mobile calls -- 2 GB Data for 4G HS with 4G SIM and 1 GB for Other HS -- Applicable only for new subscribers as FRC/SRC"
3681,293,,84 days,Recharge of Rs. 293 by Airtel,4G handset with 4G SIM: Unlimited Local + STD Airtel mobile -- 1 GB/day Data (84 days) Other handset: Unlimited Local + STD -- 2 GB Data (35 days) -- T&C apply -- Applicable only for new subscribers as FRC/SRC
3682,347,,28 days,Recharge of Rs. 347 by Airtel,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
3683,449,,84 days,Recharge of Rs. 449 by Airtel,4G handset with 4G SIM: Unlimited Local + STD (mobile+Landline) -- 1 GB day Data (84 days) Other handset: Unlimited Local + STD (mobile + Landline) -- 2 GB Data (35 days) -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
