id,cost,talktime,validity,short description,long description
3622,54,,1 day,Recharge of Rs. 54 by Airtel,1 GB 3G/4G Data
3623,94,,5 days,Recharge of Rs. 94 by Airtel,1 GB 3G/4G Data
3624,96,,14 days,Recharge of Rs. 96 by Airtel,375 MB 3G/4G Data
3625,99,,2 days,Recharge of Rs. 99 by Airtel,2 GB 3G/4G Data
3626,123,,14 days,Recharge of Rs. 123 by Airtel,500 MB 3G/4G Data
3627,146,,28 days,Recharge of Rs. 146 by Airtel,550 MB 3G/4G Data
3628,159,,21 days,Recharge of Rs. 159 by Airtel,500 MB 3G/4G Data
3629,246,,28 days,Recharge of Rs. 246 by Airtel,900 MB 3G/4G Data
3630,349,,28 days,Recharge of Rs. 349 by Airtel,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply.
3631,549,,28 days,Recharge of Rs. 549 by Airtel,Unlimited all Local + STD calls -- 2 GB/day 3G/4G data -- T&C apply.
3632,798,,28 days,Recharge of Rs. 798 by Airtel,Unlimited all Local + STD calls -- 3 GB/day 3G/4G data -- T&C apply.
3633,998,,28 days,Recharge of Rs. 998 by Airtel,Unlimited all Local + STD calls -- 4 GB/day 3G/4G data -- T&C apply.
3634,149,,28 days,Recharge of Rs. 149 by Airtel,"Free Local +STD Airtel to Airtel mobile calls -- 50 MB 3G/4G. For 4G handset only, get 300 MB: only for 4G Handsets"
3635,198,,28 days,Recharge of Rs. 198 by Airtel,Free Local & STD Airtel to Airtel mobile calls -- 300 MB 3G/4G Data
