id,cost,talktime,validity,short description,long description
13122,8,,2 days,Recharge of Rs. 8 by RelianceGSM,Local Reliance Voice calls @15p/min and other Local / STD voice calls @30p/min
13123,9,,1 day,Recharge of Rs. 9 by RelianceGSM,100 Local Reliance to Reliance minutes till mid night
13124,11,,2 days,Recharge of Rs. 11 by RelianceGSM,All Local and STD calls at 30p/min
13125,12,,28 days,Recharge of Rs. 12 by RelianceGSM,All local R2R for 10p/min
13126,13,,7 days,Recharge of Rs. 13 by RelianceGSM,Local/STD calls in Home and National Roaming location at 40p/min and Incoming Free while National Roaming
13127,17,,28 days,Recharge of Rs. 17 by RelianceGSM,All call 30p/min
13128,18,,3 days,Recharge of Rs. 18 by RelianceGSM,Local Reliance Voice calls at 15p/min and other Local / STD voice calls at 30p/min
13129,26,,2 days,Recharge of Rs. 26 by RelianceGSM,All Local and STD reliance calls at 5p/min
13130,34,,90 days,Recharge of Rs. 34 by RelianceGSM,All Local & STD Calls @30p
13131,38,,28 days,Recharge of Rs. 38 by RelianceGSM,All call 25p/min 
13132,42,,30 days,Recharge of Rs. 42 by RelianceGSM,Local/STD calls in Home and National Roaming location at 40p/min & Incoming Free while National Roaming
13133,49,,84 days,Recharge of Rs. 49 by RelianceGSM,All Local & STD mobile calls at 1.3 paise/ 2 seconds
13134,68,,10 days,Recharge of Rs. 68 by RelianceGSM,150 Local & STD mobile mins.
13135,89,,7 days,Recharge of Rs. 89 by RelianceGSM,All Local and STD reliance calls @ 15p/min
13136,128,,21 days,Recharge of Rs. 128 by RelianceGSM,300 Local & STD mobile mins.
13137,148,,28 days,Recharge of Rs. 148 by RelianceGSM,350 all local day minutes + 350 Local R2R Night (11pm to 6 am) mins
13138,195,,28 days,Recharge of Rs. 195 by RelianceGSM,2200 Local and STD Reliance to Reliance minutes
13139,248,,28 days,Recharge of Rs. 248 by RelianceGSM,Unlimited Local Reliance to Reliance calls
