id,cost,talktime,validity,short description,long description
3720,32,,4 days,Recharge of Rs. 32 by Airtel,130 MB 3G/4G Data -- Cashback excluded
3724,95,,11 days,Recharge of Rs. 95 by Airtel,380 MB 3G/4G Data -- Cashback excluded
3727,179,,27 days,Recharge of Rs. 179 by Airtel,1 GB 4G/3G Data
3728,258,,27 days,Recharge of Rs. 258 by Airtel,1.5 GB 4G/3G Data
3729,349,,28 days,Recharge of Rs. 349 by Airtel,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply.
3730,448,,27 days,Recharge of Rs. 448 by Airtel,3.5 GB 4G/3G Data.
3731,491,,27 days,Recharge of Rs. 491 by Airtel,5 GB 4G/3G Data
3732,495,,28 days,Recharge of Rs. 495 by Airtel,3GB 3G/4G Data -- GET 1 GB 3G/4G @ RS.123 FOR 6 MONTHS -- Cashback excluded
3733,499,,28 days,Recharge of Rs. 499 by Airtel,Unlimited All Local & STD Calls -- 1.5GB/Day 4G/3G for 4G HS. 2GB 3G for 3G HS. T&C Apply.
3734,548,,27 days,Recharge of Rs. 548 by Airtel,4.5 GB 4G/3G Data.
3735,549,,28 days,Recharge of Rs. 549 by Airtel,Unlimited all Local + STD calls -- 2 GB/day 3G/4G data -- T&C apply.
3736,599,,28 days,Recharge of Rs. 599 by Airtel,Unlimited All Local & STD Calls -- 1.25 GB/DAY 4G/3G for 4G HS. 3 GB 3G for 3G HS
3737,648,,28 days,Recharge of Rs. 648 by Airtel,Unlimited All Local & STD Calls -- 2.5 GB/DAY 4G/3G for 4G HS. 3.5GB 3G for 3G HS. T&C Apply.
3738,652,,5 days,Recharge of Rs. 652 by Airtel,6 GB 4G/3G Data -- Cashback excluded
3739,746,,28 days,Recharge of Rs. 746 by Airtel,5 GB 3G/4G Data -- NOW FOR 6 MONTHS GET 1 GB 3G/4G Data (28 Days) @ JUST RS 95 & 2.5 GB 3G/4G Data @ RS258 (28 Days) -- Cashback excluded
3740,748,,27 days,Recharge of Rs. 748 by Airtel,6.5 GB 4G/3G Data
3741,799,,28 days,Recharge of Rs. 799 by Airtel,Unlimited all Local + STD calls -- 3 GB/day 3G/4G data -- T&C apply.
3742,899,,28 days,Recharge of Rs. 899 by Airtel,Unlimited All Local & STD Calls -- 3.5 GB/DAY 4G/3G for 4G HS. 6 GB 3G for 3G HS. T&C Apply.
3743,992,,365 days,Recharge of Rs. 992 by Airtel,10 GB 3G/4G Data
3744,998,,27 days,Recharge of Rs. 998 by Airtel,10 GB 4G/3G Data.
3745,999,,28 days,Recharge of Rs. 999 by Airtel,Unlimited all Local + STD calls -- 4 GB/day 3G/4G data -- T&C apply.
3746,1198,,28 days,Recharge of Rs. 1198 by Airtel,Unlimited All Local & STD Calls -- 5 GB/DAY 4G/3G for 4G HS. 9 GB 3G for 3G HS. T&C Apply.
3747,1496,,12 months,Recharge of Rs. 1496 by Airtel,"10 GB 3G/4G Data -- For 1 year get 1GB 3G/4G 28d@ just Rs53 ,2GB 3G/4G @ Rs95 , 5GB 3G/4G 28d@ Rs258 (Cashback excluded)"
3748,149,,28 days,Recharge of Rs. 149 by Airtel,"Free Local +STD Airtel to Airtel mobile calls -- 50 MB 3G/4G data (28 days) (T&C apply). For 4G handset only, get 300MB data."
