id,cost,talktime,validity,short description,long description
5800,4,,1 day,Recharge of Rs. 4 by BSNL,20MB 2G/3G Data
5801,17,,1 day,Recharge of Rs. 17 by BSNL,110 MB 2G/3G
5802,29,,3 days,Recharge of Rs. 29 by BSNL,150 MB 2G/3G
5803,39,,5 days,Recharge of Rs. 39 by BSNL,200 MB 2G/3G
5804,46,,2 days,Recharge of Rs. 46 by BSNL,1 GB 2G/3G Night Data
5805,63,,28 days,Recharge of Rs. 63 by BSNL,Night_Data @9paisa/MB (0200 hours to 0600 hours)
5806,68,,1 day,Recharge of Rs. 68 by BSNL,1 GB 2G/3G Data
5807,74,,5 days,Recharge of Rs. 74 by BSNL,Unlimited onnet voice calls local/STD -- 1 GB free 2G/3G data -- 74minoffnet voice calls
5808,82,,12 days,Recharge of Rs. 82 by BSNL,450 MB 2G/3G Data with Mobile TV
5809,98,,10 days,Recharge of Rs. 98 by BSNL,1300MB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5810,103,,5 days,Recharge of Rs. 103 by BSNL,450 MB 2G/3G
5811,155,,17 days,Recharge of Rs. 155 by BSNL,1.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5812,156,,10 days,Recharge of Rs. 156 by BSNL,3.2GB 2G/3G Data. Data charges after freebies 3P/10KB
5813,178,,17 days,Recharge of Rs. 178 by BSNL,1 GB Data
5814,179,,17 days,Recharge of Rs. 179 by BSNL,1 GB Data -- No.of Free TV Channels equel to all Channels provided by Digivive Services Pvt. Ltd
5815,182,,17 days,Recharge of Rs. 182 by BSNL,1 GB Data
5816,198,,21 days,Recharge of Rs. 198 by BSNL,2.2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5817,211,,15 days,Recharge of Rs. 211 by BSNL,1 GB 2G/3G Data with Mobile TV
5818,223,,28 days,Recharge of Rs. 223 by BSNL,1 GB 2G/3G Data -- 80 Free TV Channels by M/s SITI Networks Limited
5819,241,,30 days,Recharge of Rs. 241 by BSNL,2.7GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5820,292,,30 days,Recharge of Rs. 292 by BSNL,3.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5821,333,,56 days,Recharge of Rs. 333 by BSNL,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps"
5822,339,,26 days,Recharge of Rs. 339 by BSNL,Unlimited local/STD BSNL to BSNL + Local/STD BSNL to Others: 30 minutes/day and 25P/minutes after that 30 minutes/day -- Unlimited 2G/3G data (with FUP of 3 GB per day with no speed restriction and thereafter with speed restriction of 80kbps.)
5823,349,,26 days,Recharge of Rs. 349 by BSNL,DilKholkeBolSTV_349: Unlimited voice (Local/STD) in Home LSA -- Unlimited 2G/3G Data (speed reduced to 80kbps after 2.5 GB)
5824,395,,60 days,Recharge of Rs. 395 by BSNL,NehleperDehlaSTV_395: Unlimited 2G/3G Data (2 GB/Day.Speed reduced to 80kbps after 2 GB/day) -- Free 3000 Minutes On-net Voice (Local/STD) + Free 1800 Minutes Off-net Voice (Local/STD).(Callcharges after free calls 20ps/Min.)
5825,398,,30 days,Recharge of Rs. 398 by BSNL,Data Unlimited and Speed 80Kbps after 2GB -- 
5826,444,,90 days,Recharge of Rs. 444 by BSNL,"Chaukka_444: 4 GB/Day 2G/3G Data, Post 4GB/day unlimited internet @ 80kbps"
5827,549,,30 days,Recharge of Rs. 549 by BSNL,6 GB 2G/3G Data
5828,561,,90 days,Recharge of Rs. 561 by BSNL,8GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5829,597,,180 days,Recharge of Rs. 597 by BSNL,6GB 2G/3G Data
5830,629,,30 days,Recharge of Rs. 629 by BSNL,Data Unlimited and Speed 80Kbps after 3GB -- 
5831,821,,120 days,Recharge of Rs. 821 by BSNL,12GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5832,1099,,30 days,Recharge of Rs. 1099 by BSNL,Unlimited 2G/3G Data with no speed restriction.
5833,1197,,365 days,Recharge of Rs. 1197 by BSNL,14GB 2G/3G Data
5834,1498,,365 days,Recharge of Rs. 1498 by BSNL,36GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5835,1949,,270 days,Recharge of Rs. 1949 by BSNL,40GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5836,2399,,60 days,Recharge of Rs. 2399 by BSNL,Data Unlimited and Speed 80Kbps after 16GB -- 
5837,2798,,365 days,Recharge of Rs. 2798 by BSNL,72GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5838,3099,,60 days,Recharge of Rs. 3099 by BSNL,15 GB 2G/3G Data -- Unlimited Onnet Voice calls with Roaming + 500 Min offnet calls with roaming.
5839,3998,,365 days,Recharge of Rs. 3998 by BSNL,110GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5840,4498,,365 days,Recharge of Rs. 4498 by BSNL,160GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5841,139,,26 days,Recharge of Rs. 139 by BSNL,Unlimited Local/ STD calls from BSNL N/w to BSNL N/w -- 1 GB 2G/3G Data
