id,cost,talktime,validity,comments
821,8,,1 day,30 MB* 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
824,22,,3 days,90 MB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
826,29,,30 days,100 MB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
827,37,,5 days,160 MB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
828,47,,2 days,1 GB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
830,65,,4 days,1 GB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
831,67,,7 days,350 MB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
832,88,,5 days,2 GB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
834,92,,8 days,"Speeds upto 8.6 mbps for 2 GB browsing on 2G/3G, thereafter speeds will be reduced to 64 kbps"
835,93,,28 days,10 GB 2G/3G Data Night Pack Night Timings from 12:00 AM - 6:00 AM (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
838,125,,28 days,1 GB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
839,128,,20 days,550 MB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
841,151,,27 days,3 GB 2G/3G Data 2 GB Day + 1 GB Night Timings from 12:00 AM - 6:00 AM (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
843,198,,27 days,6 GB 2G/3G Data 4 GB Day + 2 GB Night Timings from 12:00 AM - 6:00 AM (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
844,228,,30 days,6 GB 2G/3G Data 4 GB Day + 2 GB Night Timings from 12:00 AM - 6:00 AM (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
845,238,,28 days,"10 GB 2G/3G Data (6 GB Day + 4 GB Night Timings from 12:00 AM - 6:00 AM), Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)"
846,255,,26 days,1.2 GB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
847,265,,28 days,1.2 GB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
848,289,,28 days,"20 GB 2G/3G Data (10 GB Day + 10 GB Night Timings from 12:00 AM - 6:00 AM), Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists"
849,399,,28 days,2 GB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
850,448,,28 days,4 GB 2G/3G Data (Post Free Data Usage Customer will be charged @ 4p/10kb till the validity exists)
851,697,,28 days,"Unlimited Data Transfer; Speeds upto 8.6 mbps for 7 GB browsing on 2G/3G, thereafter speeds will be reduced to 64 kbps"
852,129,,28 days,500 Local + National Mins -- 500 MB 2G/3G Data
853,149,,28 days,Unlimited Local On-net + Unlimited STD On-net calls -- 500 MB 2G/3G Data
854,349,,28 days,"Unlimited all Local+STD call to all network -- 500 MB 2G/3G Data, 1.5 GB extra on 4G handset user.(Capping 300 mins daily & weekly 600 mins offnet only)"
