id,cost,talktime,validity,short description,long description
13374,8,,1 day,Recharge of Rs. 8 by RelianceGSM,"R - R (Local & STD) - 1p/6Secs, R - Others (Local & STD) - 1p/2secs"
13375,14,,28 days,Recharge of Rs. 14 by RelianceGSM,All Local and STD Mobile calls @ 45p/3Mins
13376,18,,3 days,Recharge of Rs. 18 by RelianceGSM,All Local & STD calls @ 30P/Min
13377,19,,28 days,Recharge of Rs. 19 by RelianceGSM,All Local and STD mobile calls @ 25p/Min.
13378,25,,7 days,Recharge of Rs. 25 by RelianceGSM,2500 Local / STD seconds
13379,26,,2 days,Recharge of Rs. 26 by RelianceGSM,All Local & STD R- R @ 10p/Min
13380,27,,28 days,Recharge of Rs. 27 by RelianceGSM,All Local and STD Mobile calls @ 25p/Min (1st Min of day @ Re 1 Per Min)
13381,36,,60 days,Recharge of Rs. 36 by RelianceGSM,All Local & STD Reliance mobile calls @ 20p/Min
13382,37,,90 days,Recharge of Rs. 37 by RelianceGSM,All calls @1.2p/2 sec
13383,41,,21 days,Recharge of Rs. 41 by RelianceGSM,All STD calls @ 30p/Min & Local Calls @ 35p/Min
13384,47,,28 days,Recharge of Rs. 47 by RelianceGSM,Local/STD calls in Home and National Roaming location at 1.2p/2sec & Incoming Free while National Roaming
13385,49,,28 days,Recharge of Rs. 49 by RelianceGSM,All local and STD Calls @ 30p/min.
13386,51,,51 days,Recharge of Rs. 51 by RelianceGSM,All Local and STD calls @ 25p/Min for 51 Days (1st Min of day @ Re 1 Per Min)
13387,54,,21 days,Recharge of Rs. 54 by RelianceGSM,All Local & STD Calls @ 1.2p/ 2 seconds
13388,61,,90 days,Recharge of Rs. 61 by RelianceGSM,All Local & STD mobile calls @ 25p/Min
13389,64,,90 days,Recharge of Rs. 64 by RelianceGSM,All Local & STD mobile calls @ 1p/2sec
13390,67,,21 days,Recharge of Rs. 67 by RelianceGSM,1000 Local R - R Minutes
13391,84,,7 days,Recharge of Rs. 84 by RelianceGSM,Unlimited Local & STD Onnet in home and roaming Unlimited Local & STD Offnet landline in home and roaming @30 min/day Local & STD Offnet mobile in home and roaming Incoming roaming Free 
13392,89,,7 days,Recharge of Rs. 89 by RelianceGSM,All Local & STD R- R @ 10p/Min
13393,101,,90 days,Recharge of Rs. 101 by RelianceGSM,All Local & STD calls @1p/ 2 seconds (STD capping at 750 Min per month. Post 750 STD mins STD calls @ 1.5P/ 2 sec)
13394,197,,28 days,Recharge of Rs. 197 by RelianceGSM,800 Local Mobile minutes (500 Local R-Other Mobile mins + 300 Local R-R Mobile mins)
13395,295,,25 days,Recharge of Rs. 295 by RelianceGSM,Unlimited Local R- R + 1 Lac R - R STD Seconds + 400 Mins to Others (Local and STD) -- Roaming Incoming Free .
