id,cost,talktime,validity,short description,long description
7622,12,,3 days,Recharge of Rs. 12 by Docomo,Unlimited Local Tata-Tata Mobile Calls
7623,19,,3 days,Recharge of Rs. 19 by Docomo,Local / STD Mobile calls @ 1p/Sec
7624,21,,42 days,Recharge of Rs. 21 by Docomo,Local/STD Mobile calls @ 1.6p/2secs
7625,22,,84 days,Recharge of Rs. 22 by Docomo,Local/STD Mobile calls @ 1p/Sec 
7626,23,,28 days,Recharge of Rs. 23 by Docomo,"Local Tata-Tata mobile calls @ 20p/Min, Other Local Mobile calls @ 30p/min"
7627,33,,28 days,Recharge of Rs. 33 by Docomo,All Local calls @ 1p/2sec 
7628,37,,30 days,Recharge of Rs. 37 by Docomo,Local/STD Mobile calls @ 30p/min 
7629,38,,28 days,Recharge of Rs. 38 by Docomo,Local/STD Mobile calls @25ps/min (upto 300 mins)
7630,42,,21 days,Recharge of Rs. 42 by Docomo,Local / STD Mobile calls @ 1p/2sec
7631,56,,35 days,Recharge of Rs. 56 by Docomo,Local/STD Mobile calls @ 1p/2sec
7632,57,,28 days,Recharge of Rs. 57 by Docomo,Local/STD Mobile calls @ 25p/ min
7633,61,,56 days,Recharge of Rs. 61 by Docomo,All Local calls @ 1p/2secs
7634,65,,42 days,Recharge of Rs. 65 by Docomo,Local/STD Mobile calls @ 1p/2secs 
7635,68,,84 days,Recharge of Rs. 68 by Docomo,Local On-Net mobile calls @ 10p/ min
7636,86,,56 days,Recharge of Rs. 86 by Docomo,Local/STD Mobile calls @ 25p/ min
7637,97,,84 days,Recharge of Rs. 97 by Docomo,Local Off-Net mobile calls @30ps/min
7638,103,,28 days,Recharge of Rs. 103 by Docomo,Unlimited Local/STD Tata to Tata Calls
7639,111,,14 days,Recharge of Rs. 111 by Docomo,250 Local + STD Mins
7640,112,,84 days,Recharge of Rs. 112 by Docomo,All Local/STD mobile calls @ 30p/ min
7641,114,,84 days,Recharge of Rs. 114 by Docomo,Local/STD Mobile calls @ 25p/ min
7642,123,,14 days,Recharge of Rs. 123 by Docomo,Local On-Net mobile calls @ Local On-Net mobile calls @ 0p/ sec. for 20 hours/ day Local On-Net mobile calls between 6pm to 10pm charged @ 1.5p/ sec. -- Local Off-Net mobile calls @ 1.5ps/sec -- STD On-Net mobile calls @ 1.5ps/sec -- STD Off-Net mobile calls @ 1.5ps/sec
7643,158,,28 days,Recharge of Rs. 158 by Docomo,300 Local + STD Minutes
7644,163,,90 days,Recharge of Rs. 163 by Docomo,Local Tata to Tata mobile calls @1p/4sec & Others @ 1ps/2secs
7645,165,,84 days,Recharge of Rs. 165 by Docomo,Local/STD Mobile calls @ 1ps/2secs
7646,193,,28 days,Recharge of Rs. 193 by Docomo,Local On-Net mobile calls @ Local On-Net mobile calls @ 0p/ sec. for 20 hours/ day Local On-Net mobile calls between 6pm to 10pm charged @ 1.5p/ sec. -- Local Off-Net mobile calls @ 1.5ps/sec -- STD On-Net mobile calls @ 1.5ps/sec -- STD Off-Net mobile calls @ 1.5ps/sec
7647,196,,28 days,Recharge of Rs. 196 by Docomo,600 Local On-Net Mins
7648,197,,28 days,Recharge of Rs. 197 by Docomo,1500 Local On-Net Mins + 400 Local Other Mins
7649,245,,28 days,Recharge of Rs. 245 by Docomo,750 Local Minutes
7650,246,,28 days,Recharge of Rs. 246 by Docomo,1500 mins of usage in Local and STD calls
7651,299,,28 days,Recharge of Rs. 299 by Docomo,Unlimited Local On-Net mobile calls
7652,666,,28 days,Recharge of Rs. 666 by Docomo,Local calls to any network free upto 2500 mins
