id,cost,talktime,validity,short description,long description
16938,10,7.47,N.A,Recharge of Rs. 10 by Vodafone,Talktime of Rs. 7.47 for Rs. 10 recharge by Vodafone
16939,20,14.95,N.A,Recharge of Rs. 20 by Vodafone,Talktime of Rs. 14.95 for Rs. 20 recharge by Vodafone
16940,30,22.42,N.A,Recharge of Rs. 30 by Vodafone,Talktime of Rs. 22.42 for Rs. 30 recharge by Vodafone
16941,40,30.9,N.A,Recharge of Rs. 40 by Vodafone,Talktime of Rs. 30.9 for Rs. 40 recharge by Vodafone
16942,50,39.37,N.A,Recharge of Rs. 50 by Vodafone,Talktime of Rs. 39.37 for Rs. 50 recharge by Vodafone
16944,60,47.85,N.A,Recharge of Rs. 60 by Vodafone,Talktime of Rs. 47.85 for Rs. 60 recharge by Vodafone
16946,70,56.32,N.A,Recharge of Rs. 70 by Vodafone,Talktime of Rs. 56.32 for Rs. 70 recharge by Vodafone
16948,80,64.8,N.A,Recharge of Rs. 80 by Vodafone,Talktime of Rs. 64.8 for Rs. 80 recharge by Vodafone
16950,90,73.27,N.A,Recharge of Rs. 90 by Vodafone,Talktime of Rs. 73.27 for Rs. 90 recharge by Vodafone
16952,100,81.75,N.A,Recharge of Rs. 100 by Vodafone,Talktime of Rs. 81.75 for Rs. 100 recharge by Vodafone
16955,150,145,N.A,Recharge of Rs. 150 by Vodafone,Talktime of Rs. 145 for Rs. 150 recharge by Vodafone
16957,200,190,N.A,Recharge of Rs. 200 by Vodafone,Talktime of Rs. 190 for Rs. 200 recharge by Vodafone
