id,cost,talktime,validity,short description,long description
18218,59,,28 days,Recharge of Rs. 59 by Vodafone,"Call US/CANADA @1p/sec (Upto 36,000 seconds ), Capping of 18,000 seconds/day applies"
18219,295,,60 days,Recharge of Rs. 295 by Vodafone,"Call 1,00000 Secs to US/CANADA 1p/sec for 60days"
18220,575,,1 day,Recharge of Rs. 575 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
18221,673,,10 days,Recharge of Rs. 673 by Vodafone,"Incoming calls @ Rs 39/min -- Data @ Rs 39/MB -- Outgoing within visited country @ Rs 19.5/min -- Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/sms -- Applicable across popular destinations like Singapore, Thailand, Malaysia, USA, UK and UAE and more countries on select network operators only."
18222,1151,,2 days,Recharge of Rs. 1151 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
18223,1684,,30 days,Recharge of Rs. 1684 by Vodafone,Free 30 Incoming minutes In International Roaming post which Incoming calls@39 Rs/min -- Data @ Rs 39/MB -- Outgoing within visited country @ Rs 19.5/min -- Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/SMS.
18224,1725,,3 days,Recharge of Rs. 1725 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
18225,2301,,4 days,Recharge of Rs. 2301 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
18226,2875,,7 days,Recharge of Rs. 2875 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
18227,4025,,10 days,Recharge of Rs. 4025 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
18228,5751,,30 days,Recharge of Rs. 5751 by Vodafone,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
