id,cost,talktime,validity,short description,long description
5383,3,,1 day,Recharge of Rs. 3 by BSNL,Data charges @ 9paisa/MB from 02.00AM to 06.00AM
5384,4,,Till midnight,Recharge of Rs. 4 by BSNL,20MB 2G/3G Data
5385,17,,1 day,Recharge of Rs. 17 by BSNL,110 MB 2G/3G
5386,32,,3 days,Recharge of Rs. 32 by BSNL,150MB 2G/3G Data
5387,43,,5 days,Recharge of Rs. 43 by BSNL,200 MB 2G/3G
5388,46,,2 days,Recharge of Rs. 46 by BSNL,1GB free and beyond freebies. volume based data charging 5paisa/MB from 0200 hours to 0600 hours
5389,56,,21 days,Recharge of Rs. 56 by BSNL,250MB 2G/3G Data
5390,63,,28 days,Recharge of Rs. 63 by BSNL,Data charges @ 9paisa/MB from 02.00AM to 06.00AM
5391,68,,1 day,Recharge of Rs. 68 by BSNL,1 GB 2G/3G Data
5392,74,,5 days,Recharge of Rs. 74 by BSNL,Unlimited onnet voice calls local/STD -- 1 GB free 2G/3G data -- 74minoffnet voice calls
5393,78,,3 days,Recharge of Rs. 78 by BSNL,2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5394,98,,10 days,Recharge of Rs. 98 by BSNL,1300MB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5395,103,,5 days,Recharge of Rs. 103 by BSNL,1 GB 2G/3G Data -- 140+ TV channels
5396,151,,28 days,Recharge of Rs. 151 by BSNL,Unlimited voice calls on BSNL network (Local/STD) + 200 minutes free voice calls on other network (Local/STD) -- 2 GB 2G/3G data.
5397,155,,17 days,Recharge of Rs. 155 by BSNL,1.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5398,156,,10 days,Recharge of Rs. 156 by BSNL,2 GB 2G/3G Data. Data charges after freebies 3P/10KB
5399,178,,17 days,Recharge of Rs. 178 by BSNL,1 GB Data 
5400,179,,17 days,Recharge of Rs. 179 by BSNL,1 GB Data -- No.of Free TV Channels equal to all Channels provided by Digivive Services Pvt. Ltd
5401,182,,17 days,Recharge of Rs. 182 by BSNL,1 GB Data 
5402,197,,25 days,Recharge of Rs. 197 by BSNL,2.2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5403,211,,15 days,Recharge of Rs. 211 by BSNL,1 GB 2G/3G Data with MobileTV
5404,223,,28 days,Recharge of Rs. 223 by BSNL,1 GB 2G/3G Data Free download -- Free No.Of TV Channels by M/s SITI Networks Limited=80
5405,225,,28 days,Recharge of Rs. 225 by BSNL,Unlimited voice calls on BSNL network (Local/STD) + 700 minutes free voice calls on other network (Local/STD).Call charges after free minutes @20p/min. -- 1 GB 2G/3G data per day(speed reduced to 80 Kbps after 1GB)
5406,291,,27 days,Recharge of Rs. 291 by BSNL,4GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5407,333,,56 days,Recharge of Rs. 333 by BSNL,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps"
5408,349,,26 days,Recharge of Rs. 349 by BSNL,DilKholkeBolSTV_349: Unlimited voice (Local/STD) in Home LSA -- Unlimited 2G/3G Data (speed reduced to 80kbps after 2.5 GB)
5409,379,,30 days,Recharge of Rs. 379 by BSNL,Unlimited (speed restricted to 80 kbps after 4 GB/day 2G/3G Data) -- On-net Unlimited Off-net 30 min/day
5410,395,,60 days,Recharge of Rs. 395 by BSNL,NehleperDehlaSTV_395: Unlimited 2G/3G Data (2 GB/Day.Speed reduced to 80kbps after 2 GB/day) -- Free 3000 Minutes On-net Voice (Local/STD) + Free 1800 Minutes Off-net Voice (Local/STD).(Callcharges after free calls 20ps/Min.)
5411,443,,60 days,Recharge of Rs. 443 by BSNL,3 GB 2G/3G Data
5412,444,,90 days,Recharge of Rs. 444 by BSNL,"Chaukka_444: 4 GB/Day 2G/3G Data, Post 4GB/day unlimited internet @ 80kbps"
5413,509,,56 days,Recharge of Rs. 509 by BSNL,Unlimited voice calls on BSNL network (Local/STD) + Unlimited voice calls on other network (Local/STD) -- 2 GB 2G/3G data per day(speed reduced to 80 Kbps after 2GB/day).
5414,548,,90 days,Recharge of Rs. 548 by BSNL,Unlimited (speed restricted to 80 kbps after 5 GB/day 2G/3G Data)
5415,549,,30 days,Recharge of Rs. 549 by BSNL,6 GB 2G/3G Data
5416,561,,90 days,Recharge of Rs. 561 by BSNL,8GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5417,597,,180 days,Recharge of Rs. 597 by BSNL,6GB 2G/3G Data
5418,821,,120 days,Recharge of Rs. 821 by BSNL,12GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
5419,1099,,30 days,Recharge of Rs. 1099 by BSNL,Unlimited 2G/3G Data without speed restriction.
5420,1197,,365 days,Recharge of Rs. 1197 by BSNL,14GB 2G/3G Data
5421,1498,,365 days,Recharge of Rs. 1498 by BSNL,36GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
