id,cost,talktime,validity,short description,long description
6959,4,,1 day,Recharge of Rs. 4 by BSNL,20MB 2G/3G Data
6960,14,,1 day,Recharge of Rs. 14 by BSNL,110 MB 2G/3G
6961,29,,3 days,Recharge of Rs. 29 by BSNL,Free data 150 MB
6962,35,,5 days,Recharge of Rs. 35 by BSNL,200 MB 2G/3G
6963,53,,21 days,Recharge of Rs. 53 by BSNL,250MB 2G/3G Data
6964,68,,1 day,Recharge of Rs. 68 by BSNL,1 GB 2G/3G Data
6965,78,,3 days,Recharge of Rs. 78 by BSNL,2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6966,86,,30 days,Recharge of Rs. 86 by BSNL,1 GB 2G/3G Data -- Applicable to PoliceVPN only
6967,96,,10 days,Recharge of Rs. 96 by BSNL,1300MB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6968,103,,5 days,Recharge of Rs. 103 by BSNL,1 GB 2G/3G Data -- No.of free TV Channels equal to 140+Channels provided by M s Digivive Services PvtLtd
6969,145,,30 days,Recharge of Rs. 145 by BSNL,2 GB 2G/3G Data -- Applicable to PoliceVPN only
6970,155,,17 days,Recharge of Rs. 155 by BSNL,1.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6971,156,,10 days,Recharge of Rs. 156 by BSNL,2 GB 2G/3G Data. Data charges after freebies 3P/10KB
6972,198,,21 days,Recharge of Rs. 198 by BSNL,2.2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6973,211,,15 days,Recharge of Rs. 211 by BSNL,1 GB 2G/3G Data with Mobile TV
6974,223,,28 days,Recharge of Rs. 223 by BSNL,1 GB 2G/3G Data -- 80 Free TV Channels by M/s SITI Networks Limited
6975,241,,30 days,Recharge of Rs. 241 by BSNL,2.7GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6976,269,,21 days,Recharge of Rs. 269 by BSNL,On-Net (Local/STD) Calls Free. @25Min/day Off-Net Call Free and thereafter @25p/Min.-- 1 GB/Day  DATA FREE.
6977,292,,30 days,Recharge of Rs. 292 by BSNL,3.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6978,333,,56 days,Recharge of Rs. 333 by BSNL,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps"
6979,339,,26 days,Recharge of Rs. 339 by BSNL,Unlimited local/STD BSNL to BSNL + Local/STD BSNL to Others: 30 minutes/day and 25P/minutes after that 30 minutes/day -- Unlimited 2G/3G data (with FUP of 3 GB per day with no speed restriction and thereafter with speed restriction of 80kbps.)
6980,349,,26 days,Recharge of Rs. 349 by BSNL,DilKholkeBolSTV_349: Unlimited voice (Local/STD) in Home LSA -- Unlimited 2G/3G Data (speed reduced to 80kbps after 2.5 GB)
6981,395,,60 days,Recharge of Rs. 395 by BSNL,NehleperDehlaSTV_395: Unlimited 2G/3G Data (2 GB/Day.Speed reduced to 80kbps after 2 GB/day) -- Free 3000 Minutes On-net Voice (Local/STD) + Free 1800 Minutes Off-net Voice (Local/STD).(Callcharges after free calls 20ps/Min.)
6982,398,,30 days,Recharge of Rs. 398 by BSNL,Data Unlimited and Speed 80Kbps after 2GB
6983,444,,90 days,Recharge of Rs. 444 by BSNL,"Chaukka_444: 4 GB/Day 2G/3G Data, Post 4GB/day unlimited internet @ 80kbps"
6984,518,,30 days,Recharge of Rs. 518 by BSNL,5 GB 2G/3G Data with no speed restriction -- Beyond that 128 Kbps speed unlimited data. -- Applicable to PoliceVPN only
6985,549,,30 days,Recharge of Rs. 549 by BSNL,6 GB 2G/3G Data
6986,561,,90 days,Recharge of Rs. 561 by BSNL,8GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6987,597,,180 days,Recharge of Rs. 597 by BSNL,6GB 2G/3G Data
6988,601,,90 days,Recharge of Rs. 601 by BSNL,3 GB 2G/3G Data -- Charges after free usage: 2p/10KB -- 
6989,629,,30 days,Recharge of Rs. 629 by BSNL,Data Unlimited and Speed 80Kbps after 3GB
6990,766,,30 days,Recharge of Rs. 766 by BSNL,7 GB 2G/3G Data with no speed restriction -- Beyond that 128 Kbps speed unlimited data. -- Applicable to PoliceVPN only
6991,821,,120 days,Recharge of Rs. 821 by BSNL,12GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6992,863,,365 days,Recharge of Rs. 863 by BSNL,12 GB 2G/3G Data -- Applicable to PoliceVPN only
6993,1036,,30 days,Recharge of Rs. 1036 by BSNL,10 GB 2G/3G Data with no speed restriction -- Beyond 128 Kbps speed unlimited data. -- Applicable to PoliceVPN only
6994,1099,,30 days,Recharge of Rs. 1099 by BSNL,Unlimited 2G/3G data with no speed restriction.
6995,1197,,365 days,Recharge of Rs. 1197 by BSNL,14GB 2G/3G Data
6996,1264,,30 days,Recharge of Rs. 1264 by BSNL,Unlimited 2G/3G Data with no speed restriction. -- Applicable to PoliceVPN only
6997,1438,,365 days,Recharge of Rs. 1438 by BSNL,24 GB 2G/3G Data -- Applicable to PoliceVPN only
6998,1498,,365 days,Recharge of Rs. 1498 by BSNL,36GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6999,1949,,270 days,Recharge of Rs. 1949 by BSNL,40GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7000,2399,,60 days,Recharge of Rs. 2399 by BSNL,Data Unlimited and Speed 80Kbps after 16GB
7001,2798,,365 days,Recharge of Rs. 2798 by BSNL,72GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7002,3099,,60 days,Recharge of Rs. 3099 by BSNL,15 GB 2G/3G Data -- Unlimited Onnet Voice calls with Roaming + 500 Min offnet calls with roaming.
7003,3302,,90 days,Recharge of Rs. 3302 by BSNL,30 GB 2G/3G Data -- Charges after free usage: 2p/10KB
7004,3998,,365 days,Recharge of Rs. 3998 by BSNL,110GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7005,4498,,365 days,Recharge of Rs. 4498 by BSNL,160GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7006,139,,26 days,Recharge of Rs. 139 by BSNL,Unlimited Local/ STD calls from BSNL N/w to BSNL N/w -- 1 GB 2G/3G Data
