id,cost,talktime,validity,short description,long description
6907,10,7.47,N.A,Recharge of Rs. 10 by BSNL,Talktime of Rs. 7.47 for Rs. 10 recharge by BSNL
6908,30,22.42,N.A,Recharge of Rs. 30 by BSNL,Talktime of Rs. 22.42 for Rs. 30 recharge by BSNL
6910,50,39.37,N.A,Recharge of Rs. 50 by BSNL,Talktime of Rs. 39.37 for Rs. 50 recharge by BSNL
6912,100,81.75,N.A,Recharge of Rs. 100 by BSNL,Talktime of Rs. 81.75 for Rs. 100 recharge by BSNL
6913,110,90.22,N.A,Recharge of Rs. 110 by BSNL,Talktime of Rs. 90.22 for Rs. 110 recharge by BSNL
6914,150,124.12,N.A,Recharge of Rs. 150 by BSNL,Talktime of Rs. 124.12 for Rs. 150 recharge by BSNL
6915,200,166.49,N.A,Recharge of Rs. 200 by BSNL,Talktime of Rs. 166.49 for Rs. 200 recharge by BSNL
6916,210,174.97,N.A,Recharge of Rs. 210 by BSNL,Talktime of Rs. 174.97 for Rs. 210 recharge by BSNL
6917,250,208.86,N.A,Recharge of Rs. 250 by BSNL,Talktime of Rs. 208.86 for Rs. 250 recharge by BSNL
6918,300,251.24,N.A,Recharge of Rs. 300 by BSNL,Talktime of Rs. 251.24 for Rs. 300 recharge by BSNL
6919,310,259.71,N.A,Recharge of Rs. 310 by BSNL,Talktime of Rs. 259.71 for Rs. 310 recharge by BSNL
6920,320,268.19,N.A,Recharge of Rs. 320 by BSNL,Talktime of Rs. 268.19 for Rs. 320 recharge by BSNL
6921,350,293.61,N.A,Recharge of Rs. 350 by BSNL,Talktime of Rs. 293.61 for Rs. 350 recharge by BSNL
6922,400,335.98,N.A,Recharge of Rs. 400 by BSNL,Talktime of Rs. 335.98 for Rs. 400 recharge by BSNL
6923,450,378.36,N.A,Recharge of Rs. 450 by BSNL,Talktime of Rs. 378.36 for Rs. 450 recharge by BSNL
6924,500,420.73,N.A,Recharge of Rs. 500 by BSNL,Talktime of Rs. 420.73 for Rs. 500 recharge by BSNL
6925,550,463.1,N.A,Recharge of Rs. 550 by BSNL,Talktime of Rs. 463.1 for Rs. 550 recharge by BSNL
6926,600,505.47,N.A,Recharge of Rs. 600 by BSNL,Talktime of Rs. 505.47 for Rs. 600 recharge by BSNL
6927,650,547.85,N.A,Recharge of Rs. 650 by BSNL,Talktime of Rs. 547.85 for Rs. 650 recharge by BSNL
6928,700,590.22,N.A,Recharge of Rs. 700 by BSNL,Talktime of Rs. 590.22 for Rs. 700 recharge by BSNL
6929,750,632.59,N.A,Recharge of Rs. 750 by BSNL,Talktime of Rs. 632.59 for Rs. 750 recharge by BSNL
6930,800,674.97,N.A,Recharge of Rs. 800 by BSNL,Talktime of Rs. 674.97 for Rs. 800 recharge by BSNL
6931,850,717.34,N.A,Recharge of Rs. 850 by BSNL,Talktime of Rs. 717.34 for Rs. 850 recharge by BSNL
6932,900,759.71,N.A,Recharge of Rs. 900 by BSNL,Talktime of Rs. 759.71 for Rs. 900 recharge by BSNL
6933,950,802.08,N.A,Recharge of Rs. 950 by BSNL,Talktime of Rs. 802.08 for Rs. 950 recharge by BSNL
6934,1000,844.46,N.A,Recharge of Rs. 1000 by BSNL,Talktime of Rs. 844.46 for Rs. 1000 recharge by BSNL
6935,1020,861.41,N.A,Recharge of Rs. 1020 by BSNL,Talktime of Rs. 861.41 for Rs. 1020 recharge by BSNL
6936,1050,886.83,N.A,Recharge of Rs. 1050 by BSNL,Talktime of Rs. 886.83 for Rs. 1050 recharge by BSNL
6937,1080,912.25,N.A,Recharge of Rs. 1080 by BSNL,Talktime of Rs. 912.25 for Rs. 1080 recharge by BSNL
6938,1500,1268.19,N.A,Recharge of Rs. 1500 by BSNL,Talktime of Rs. 1268.19 for Rs. 1500 recharge by BSNL
6939,2000,1691.92,N.A,Recharge of Rs. 2000 by BSNL,Talktime of Rs. 1691.92 for Rs. 2000 recharge by BSNL
6940,5000,4234.29,N.A,Recharge of Rs. 5000 by BSNL,Talktime of Rs. 4234.29 for Rs. 5000 recharge by BSNL
