id,cost,talktime,validity,short description,long description
3392,5,,84 days,Recharge of Rs. 5 by Airtel,Local mobile calls @35p/min and STD mobile calls @ 30p/min -- Applicable only for new subscribers as FRC/SRC
3393,11,,84 days,Recharge of Rs. 11 by Airtel,Local mobile calls @25p/mins -- Applicable only for new subscribers as FRC/SRC
3394,64,49,30 days,Recharge of Rs. 64 by Airtel,50 MB 4G/3G data -- Applicable only for new subscribers as FRC/SRC
3395,84,52,30 days,Recharge of Rs. 84 by Airtel,Talktime Validity:unlimited -- 50 MB 3G Data -- Local & STD Mobile calls @ 1.7p/s and Landline @ 2.5p/s -- Applicable only for new subscribers as FRC/SRC
3396,106,71,30 days,Recharge of Rs. 106 by Airtel,Talktime Validity:unlimited -- 50 MB 3G Data -- Local & STD Mobile calls @ 1.7p/s and Landline @ 2.5p/s -- Applicable only for new subscribers as FRC/SRC
3397,126,91,30 days,Recharge of Rs. 126 by Airtel,Talktime Validity:unlimited -- 50 MB 3G Data -- Local & STD Mobile calls @ 1.7p/s and Landline @ 2.5p/s -- Applicable only for new subscribers as FRC/SRC
3398,145,,28 days,Recharge of Rs. 145 by Airtel,Unlimited Local & STD Airtel calls -- 2 GB data on 4G Handset with 4G SIM and 1 GB for others -- T&C apply -- Applicable only for new subscribers as FRC/SRC
3399,192,,28 days,Recharge of Rs. 192 by Airtel,Unlimited All Local Calls+1GB 3G/4G Data for 28 days. T&C Apply -- Applicable only for new subscribers as FRC/SRC
3400,196,,84 days,Recharge of Rs. 196 by Airtel,Unlimited Local + STD Airtel mobile + 150 A2M minutes -- 2 GB dataOther H/S: Unlimited Local + STD Airtel mobile + 150 A2M -- 1 GB Data (28 days) -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
3401,293,,84 days,Recharge of Rs. 293 by Airtel,4G handset with 4G SIM: Unlimited Local+STD Airtel mobile -- 1 GB/day Data Other handset: Unlimited Local + STD -- 2 GB ata (35 days) -- T&C apply -- Applicable only for new subscribers as FRC/SRC
3402,346,,28 days,Recharge of Rs. 346 by Airtel,Enjoy Unlimited All Local+STD calls -- Unlimited data for 4g H/s (1GB/day) + 50mb for others -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
3403,347,,28 days,Recharge of Rs. 347 by Airtel,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
3404,449,,84 days,Recharge of Rs. 449 by Airtel,4G handset with 4G SIM: Unlimited All Local + STD -- 1 GB day Data Other handset: Unlimited All Local + STD -- 2 GB Data (35 days) -- T&C apply -- Applicable only for new subscribers as FRC/SRC
3405,601,200,30 days,Recharge of Rs. 601 by Airtel,"2 GB 3G/4G DATA, LOCAL STD MOBILE CALL @1.7P/SEC, LL @2.5P/SEC -- Applicable only for new subscribers as FRC/SRC"
3406,655,,56 Days,Recharge of Rs. 655 by Airtel,UL All L+S calls -- 2 GB 4G/3G data daily for 4G HS. -- For other HS UL L+S all calls -- 2 GB data (35 days) -- Applicable only for new subscribers as FRC/SRC
3407,1099,320,30 days,Recharge of Rs. 1099 by Airtel,3 GB 4G/3G data -- Also calls to Nepal @12p/s -- Bangladesh @5p/s -- Iran/Israel/Netherland/NewZealand/SouthKorea/Turkey @10p/s -- Belgium/Egypt/France/Germany/Indonesia/Italy/Japan/Kenya/Mozambique/Philippines/S.Africa/Spain/Lanka/Zambia @15p/s -- USA&Canada @1.5p/s -- Applicable only for new subscribers as FRC/SRC
3408,2199,1001,30 days,Recharge of Rs. 2199 by Airtel,5 GB 4G/3G data -- Also calls to Nepal @12p/s -- Bangladesh @5p/s -- Iran/Israel/Netherland/NewZealand/SouthKorea/Turkey @10p/s -- Belgium/Egypt/France/Germany/Indonesia/Italy/Japan/Kenya/Mozambique/Philippines/SoutAfrica/Spain/Lanka/Zambia @15p/s -- USA&Canada @1.5p/s -- Applicable only for new subscribers as FRC/SRC
