id,cost,talktime,validity,short description,long description
18063,7,,1 hour,Recharge of Rs. 7 by Vodafone,Unlimited V2V Local 
18064,12,,28 days,Recharge of Rs. 12 by Vodafone,All Local mobile Calls @1.2p/2Sec 
18065,21,,28 days,Recharge of Rs. 21 by Vodafone,All Local mobile Calls @1p/2Sec
18066,28,,28 days,Recharge of Rs. 28 by Vodafone,All Local/STD mobile Calls @1.2p/2Sec
18067,29,,4 days,Recharge of Rs. 29 by Vodafone,110 Minutes Free to Local Vodafone numbers for 4 Days -- 
18068,32,,45 days,Recharge of Rs. 32 by Vodafone,All Local mobile Calls @1.2p/2sec
18069,39,,28 days,Recharge of Rs. 39 by Vodafone,Local Vodafone to Vodafone Calls @10p/Min
18070,53,,28 days,Recharge of Rs. 53 by Vodafone,All Local mobile Calls @ 1.4p/2sec 
18071,56,,30 days,Recharge of Rs. 56 by Vodafone,"All outgoing calls (Local , STD, Roaming) @ 1p/sec -- All Incoming calls Free on Roaming. Standard rates apply for land line calls."
18072,57,,21 days,Recharge of Rs. 57 by Vodafone,All Local & STD mobile Calls @40p/Min for 21 Days -- 
